ts,price
2020-12-03,172.80999755859375
2020-12-04,172.32000732421875
2020-12-07,174.88999938964844
2020-12-08,175.5
2020-12-09,172.5
2020-12-10,172.1699981689453
2020-12-11,172.49000549316406
2020-12-14,171.5399932861328
2020-12-15,173.94000244140625
2020-12-16,174.89999389648438
2020-12-17,176.74000549316406
2020-12-18,176.44000244140625
2020-12-21,175.8800048828125
2020-12-22,174.49000549316406
2020-12-23,175.64999389648438
2020-12-24,176.35000610351562
2020-12-28,175.7100067138672
2020-12-29,176.35000610351562
2020-12-30,177.6999969482422
2020-12-31,178.36000061035156
2021-01-04,182.3300018310547
2021-01-05,182.8699951171875
2021-01-06,179.89999389648438
2021-01-07,179.47999572753906
2021-01-08,173.33999633789062
2021-01-11,173.0
2021-01-12,174.1199951171875
2021-01-13,173.3699951171875
2021-01-14,173.27999877929688
2021-01-15,171.1300048828125
2021-01-19,172.5800018310547
2021-01-20,175.38999938964844
2021-01-21,175.27999877929688
2021-01-22,173.89999389648438
2021-01-25,174.0500030517578
2021-01-26,173.6199951171875
2021-01-27,172.52000427246094
2021-01-28,172.67999267578125
2021-01-29,172.61000061035156
2021-02-01,174.22999572753906
2021-02-02,172.11000061035156
2021-02-03,171.85000610351562
2021-02-04,168.14999389648438
2021-02-05,169.80999755859375
2021-02-08,171.52000427246094
2021-02-09,172.0800018310547
2021-02-10,172.7100067138672
2021-02-11,171.2100067138672
2021-02-12,170.69000244140625
2021-02-16,168.24000549316406
2021-02-17,166.3300018310547
2021-02-18,166.32000732421875
2021-02-19,167.00999450683594
2021-02-22,169.50999450683594
2021-02-23,169.1199951171875
2021-02-24,169.0
2021-02-25,165.82000732421875
2021-02-26,161.80999755859375
2021-03-01,161.52999877929688
2021-03-02,162.41000366210938
2021-03-03,160.6199951171875
2021-03-04,159.0399932861328
2021-03-05,159.13999938964844
2021-03-08,157.49000549316406
2021-03-09,160.83999633789062
2021-03-10,161.66000366210938
2021-03-11,161.52000427246094
2021-03-12,161.49000549316406
2021-03-15,162.1999969482422
2021-03-16,162.35000610351562
2021-03-17,163.50999450683594
2021-03-18,162.55999755859375
2021-03-19,163.24000549316406
2021-03-22,163.0
2021-03-23,161.80999755859375
2021-03-24,162.3699951171875
2021-03-25,161.77999877929688
2021-03-26,162.24000549316406
2021-03-29,160.30999755859375
2021-03-30,157.57000732421875
2021-03-31,159.9600067138672
2021-04-01,161.97999572753906
2021-04-05,161.9199981689453
2021-04-06,163.22000122070312
2021-04-07,162.75999450683594
2021-04-08,164.50999450683594
2021-04-09,163.27000427246094
2021-04-12,162.27999877929688
2021-04-13,163.42999267578125
2021-04-14,162.72000122070312
2021-04-15,165.35000610351562
2021-04-16,166.35000610351562
2021-04-19,165.88999938964844
2021-04-20,166.47999572753906
2021-04-21,168.1300048828125
2021-04-22,167.0399932861328
2021-04-23,166.39999389648438
2021-04-26,166.83999633789062
2021-04-27,166.4199981689453
2021-04-28,166.91000366210938
2021-04-29,166.22000122070312
2021-04-30,165.66000366210938
2021-05-03,167.80999755859375
2021-05-04,166.5800018310547
2021-05-05,167.27000427246094
2021-05-06,170.05999755859375
2021-05-07,171.58999633789062
2021-05-10,172.11000061035156
2021-05-11,172.13999938964844
2021-05-12,170.42999267578125
2021-05-13,171.1300048828125
2021-05-14,172.69000244140625
2021-05-17,174.6999969482422
2021-05-18,175.0399932861328
2021-05-19,175.16000366210938
2021-05-20,175.9600067138672
2021-05-21,176.0399932861328
2021-05-24,176.35000610351562
2021-05-25,177.9499969482422
2021-05-26,177.63999938964844
2021-05-27,177.7100067138672
2021-05-28,178.3800048828125
2021-06-01,177.89999389648438
2021-06-02,178.77000427246094
2021-06-03,175.27000427246094
2021-06-04,177.16000366210938
2021-06-07,177.8699951171875
2021-06-08,177.32000732421875
2021-06-09,176.97999572753906
2021-06-10,177.74000549316406
2021-06-11,175.74000549316406
2021-06-14,174.7100067138672
2021-06-15,174.0500030517578
2021-06-16,171.11000061035156
2021-06-17,165.85000610351562
2021-06-18,164.92999267578125
2021-06-21,166.9499969482422
2021-06-22,166.25
2021-06-23,166.13999938964844
2021-06-24,166.0399932861328
2021-06-25,166.58999633789062
2021-06-28,166.5800018310547
2021-06-29,164.8300018310547
2021-06-30,165.6300048828125
2021-07-01,166.1999969482422
2021-07-02,167.2899932861328
2021-07-06,168.1199951171875
2021-07-07,168.75999450683594
2021-07-08,168.64999389648438
2021-07-09,169.2100067138672
2021-07-12,169.0
2021-07-13,169.22000122070312
2021-07-14,171.0399932861328
2021-07-15,171.07000732421875
2021-07-16,169.41000366210938
2021-07-19,169.61000061035156
2021-07-20,169.38999938964844
2021-07-21,168.75999450683594
2021-07-22,169.08999633789062
2021-07-23,168.55999755859375
2021-07-26,168.16000366210938
2021-07-27,168.44000244140625
2021-07-28,169.2899932861328
2021-07-29,171.1699981689453
2021-07-30,169.82000732421875
2021-08-02,169.61000061035156
2021-08-03,169.49000549316406
2021-08-04,169.52999877929688
2021-08-05,168.86000061035156
2021-08-06,164.63999938964844
2021-08-09,161.72000122070312
2021-08-10,161.77000427246094
2021-08-11,164.0
2021-08-12,164.0399932861328
2021-08-13,166.38999938964844
2021-08-16,167.22000122070312
2021-08-17,166.97000122070312
2021-08-18,167.10000610351562
2021-08-19,166.61000061035156
2021-08-20,166.6999969482422
2021-08-23,168.72999572753906
2021-08-24,168.64999389648438
2021-08-25,167.47999572753906
2021-08-26,167.6699981689453
2021-08-27,170.19000244140625
2021-08-30,169.35000610351562
2021-08-31,169.69000244140625
2021-09-01,169.6999969482422
2021-09-02,169.25
2021-09-03,171.05999755859375
2021-09-07,167.7100067138672
2021-09-08,167.2899932861328
2021-09-09,168.02999877929688
2021-09-10,167.17999267578125
2021-09-13,167.74000549316406
2021-09-14,168.82000732421875
2021-09-15,167.8300018310547
2021-09-16,164.02999877929688
2021-09-17,163.77000427246094
2021-09-20,164.94000244140625
2021-09-21,166.0399932861328
2021-09-22,165.4199981689453
2021-09-23,163.50999450683594
2021-09-24,163.3000030517578
2021-09-27,163.63999938964844
2021-09-28,162.0500030517578
2021-09-29,161.32000732421875
2021-09-30,164.22000122070312
2021-10-01,164.58999633789062
2021-10-04,165.36000061035156
2021-10-05,164.58999633789062
2021-10-06,165.02999877929688
2021-10-07,164.16000366210938
2021-10-08,164.22999572753906
2021-10-11,163.9199981689453
2021-10-12,164.66000366210938
2021-10-13,167.58999633789062
2021-10-14,168.0
2021-10-15,165.3300018310547
2021-10-18,164.9199981689453
2021-10-19,165.4499969482422
2021-10-20,166.89999389648438
2021-10-21,166.75
2021-10-22,167.77000427246094
2021-10-25,168.92999267578125
2021-10-26,167.67999267578125
2021-10-27,168.1199951171875
2021-10-28,168.0800018310547
2021-10-29,166.64999389648438
2021-11-01,167.52000427246094
2021-11-02,167.16000366210938
2021-11-03,165.77000427246094
2021-11-04,167.64999389648438
2021-11-05,169.83999633789062
2021-11-08,170.4499969482422
2021-11-09,171.2899932861328
2021-11-10,173.14999389648438
2021-11-11,174.1199951171875
2021-11-12,174.4499969482422
2021-11-15,174.17999267578125
2021-11-16,172.9199981689453
2021-11-17,174.5
2021-11-18,173.94000244140625
2021-11-19,172.61000061035156
2021-11-22,168.74000549316406
2021-11-23,167.27999877929688
2021-11-24,167.1199951171875
2021-11-26,166.85000610351562
2021-11-29,166.6199951171875
2021-11-30,165.5
2021-12-01,166.16000366210938
2021-12-02,165.24000549316406
2021-12-03,166.6300048828125
2021-12-06,166.22000122070312
2021-12-07,166.80999755859375
2021-12-08,166.89999389648438
2021-12-09,165.8800048828125
2021-12-10,166.5800018310547
2021-12-13,167.0
2021-12-14,165.44000244140625
2021-12-15,166.14999389648438
2021-12-16,168.16000366210938
2021-12-17,167.8000030517578
2021-12-20,167.08999633789062
2021-12-21,167.02000427246094
2021-12-22,168.58999633789062
2021-12-23,168.97000122070312
2021-12-27,169.3699951171875
2021-12-28,168.63999938964844
2021-12-29,168.58999633789062
2021-12-30,169.8000030517578
2021-12-31,170.9600067138672
2022-01-03,168.3300018310547
2022-01-04,169.57000732421875
2022-01-05,169.05999755859375
2022-01-06,166.99000549316406
2022-01-07,167.75
2022-01-10,168.25999450683594
2022-01-11,170.2899932861328
2022-01-12,170.74000549316406
2022-01-13,170.16000366210938
2022-01-14,169.6699981689453
2022-01-18,169.38999938964844
2022-01-19,172.0800018310547
2022-01-20,171.64999389648438
2022-01-21,171.08999633789062
2022-01-24,172.02999877929688
2022-01-25,172.5800018310547
2022-01-26,169.7899932861328
2022-01-27,167.60000610351562
2022-01-28,167.10000610351562
2022-01-31,168.08999633789062
2022-02-01,168.22999572753906
2022-02-02,168.83999633789062
2022-02-03,168.60000610351562
2022-02-04,168.86000061035156
2022-02-07,170.11000061035156
2022-02-08,170.6300048828125
2022-02-09,171.2100067138672
2022-02-10,170.55999755859375
2022-02-11,173.80999755859375
2022-02-14,174.74000549316406
2022-02-15,173.0800018310547
2022-02-16,174.86000061035156
2022-02-17,177.25
2022-02-18,177.1199951171875
2022-02-22,177.49000549316406
2022-02-23,178.2899932861328
2022-02-24,177.13999938964844
2022-02-25,176.5500030517578
2022-02-28,178.3800048828125
2022-03-01,181.6199951171875
2022-03-02,179.72999572753906
2022-03-03,180.8000030517578
2022-03-04,183.67999267578125
2022-03-07,186.41000366210938
2022-03-08,191.50999450683594
2022-03-09,185.82000732421875
2022-03-10,186.39999389648438
2022-03-11,185.08999633789062
2022-03-14,182.3000030517578
2022-03-15,178.88999938964844
2022-03-16,180.00999450683594
2022-03-17,180.88999938964844
2022-03-18,179.3000030517578
2022-03-21,180.6699981689453
2022-03-22,179.36000061035156
2022-03-23,181.80999755859375
2022-03-24,183.1300048828125
2022-03-25,182.3800048828125
2022-03-28,179.05999755859375
2022-03-29,179.13999938964844
2022-03-30,180.5800018310547
2022-03-31,180.64999389648438
2022-04-01,179.5
2022-04-04,180.3699951171875
2022-04-05,179.24000549316406
2022-04-06,179.66000366210938
2022-04-07,180.33999633789062
2022-04-08,181.47000122070312
2022-04-11,182.3699951171875
2022-04-12,183.77000427246094
2022-04-13,184.64999389648438
2022-04-14,184.0399932861328
2022-04-18,184.61000061035156
2022-04-19,181.82000732421875
2022-04-20,182.7100067138672
2022-04-21,182.05999755859375
2022-04-22,180.2899932861328
2022-04-25,177.0500030517578
2022-04-26,177.32000732421875
2022-04-27,175.97999572753906
2022-04-28,176.92999267578125
2022-04-29,176.91000366210938
2022-05-02,173.6300048828125
2022-05-03,174.08999633789062
2022-05-04,175.8000030517578
2022-05-05,175.1300048828125
2022-05-06,175.4199981689453
2022-05-09,172.8800048828125
2022-05-10,171.4199981689453
2022-05-11,172.82000732421875
2022-05-12,170.1699981689453
2022-05-13,168.7899932861328
2022-05-16,170.39999389648438
2022-05-17,169.3300018310547
2022-05-18,169.4199981689453
2022-05-19,171.91000366210938
2022-05-20,172.02999877929688
2022-05-23,172.8300018310547
2022-05-24,174.1300048828125
2022-05-25,173.0800018310547
2022-05-26,172.75999450683594
2022-05-27,172.85000610351562
2022-05-31,171.13999938964844
2022-06-01,172.22999572753906
2022-06-02,174.35000610351562
2022-06-03,172.5800018310547
2022-06-06,171.82000732421875
2022-06-07,172.94000244140625
2022-06-08,172.77999877929688
2022-06-09,172.22999572753906
2022-06-10,174.5399932861328
2022-06-13,169.92999267578125
2022-06-14,168.57000732421875
2022-06-15,170.77000427246094
2022-06-16,172.69000244140625
2022-06-17,171.27000427246094
2022-06-21,170.6300048828125
2022-06-22,171.30999755859375
2022-06-23,170.25999450683594
2022-06-24,170.08999633789062
2022-06-27,169.89999389648438
2022-06-28,169.6199951171875
2022-06-29,169.49000549316406
2022-06-30,168.4600067138672
2022-07-01,168.32000732421875
2022-07-05,164.75
2022-07-06,162.13999938964844
2022-07-07,162.22999572753906
2022-07-08,162.3000030517578
2022-07-11,161.42999267578125
2022-07-12,160.8300018310547
2022-07-13,161.60000610351562
2022-07-14,159.3300018310547
2022-07-15,159.00999450683594
2022-07-18,159.16000366210938
2022-07-19,159.5399932861328
2022-07-20,158.0399932861328
2022-07-21,160.27000427246094
2022-07-22,160.6699981689453
2022-07-25,160.22999572753906
2022-07-26,160.0399932861328
2022-07-27,161.6699981689453
2022-07-28,163.63999938964844
2022-07-29,164.10000610351562
2022-08-01,165.02999877929688
2022-08-02,164.0500030517578
2022-08-03,164.4499969482422
2022-08-04,167.1699981689453
2022-08-05,165.2899932861328
2022-08-08,166.69000244140625
2022-08-09,167.1999969482422
2022-08-10,166.77999877929688
2022-08-11,166.33999633789062
2022-08-12,167.8699951171875
2022-08-15,165.7100067138672
2022-08-16,165.4199981689453
2022-08-17,164.35000610351562
2022-08-18,163.9199981689453
2022-08-19,162.72000122070312
2022-08-22,161.63999938964844
2022-08-23,162.77000427246094
2022-08-24,163.25
2022-08-25,163.75
2022-08-26,161.75999450683594
2022-08-29,161.86000061035156
2022-08-30,160.50999450683594
2022-08-31,159.27000427246094
2022-09-01,157.8699951171875
2022-09-02,159.25999450683594
2022-09-06,158.3300018310547
2022-09-07,159.94000244140625
2022-09-08,158.97999572753906
2022-09-09,159.82000732421875
2022-09-12,160.6300048828125
2022-09-13,158.5399932861328
2022-09-14,157.92999267578125
2022-09-15,154.97999572753906
2022-09-16,155.83999633789062
